FR_new	EN_new	DE_new	ES_new	NL_new	SV_new	IT_new	PT_new	RO_new	PL_new	SL_new	CS_new	RU_new	BG_new	ET_new	FI_new	HU_new	NO_new
laisser_V	let_V_Trans	lassen_V_Trans	NA	laten_V_Trans	lata_V_Trans	NA	deixar_V	lasa_sa_V	pozwolic_V	NA	nechat_V_Trans	NA	NA	NA	antaa_V1st_Trans	NA	la_V_Trans
laisser_V	let_V	NA	dejar_V	laten_V	NA	lasciare_V	NA	lasa_sa_V	NA	NA	NA	NA	puskam_da_Clause	laskma_Vda	NA	NA	la_V
laisser_V	let_V	NA	dejar_V	laten_V	NA	lasciare_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	la_V
NA	NA	lassen_V_ClauseComp_Refl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	lassen_V	NA	NA	NA	NA	deixar_V	NA	NA	NA	NA	NA	NA	NA	antaa_V1st	NA	NA
NA	NA	lassen_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
faire_V_ClauseComp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	dejar_V_Trans_Refl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	dejar_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	dejar_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	lata_V_Trans	NA	NA	NA	NA	dovoliti_da_Clause	dovolit_aby_Clause_Trans_Refl	NA	NA	lubama_Vda	antaa_V1st	NA	NA
NA	NA	NA	NA	NA	lata_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	lata_V_Trans_Refl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	lasciare_V	deixar_V	NA	NA	NA	nechat_V	davat_V	NA	NA	NA	NA	NA
faire_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
faire_V_Trans	have_Ved_Trans	lassen_V_Trans	hacer_V_Trans	laten_V_Trans	NA	fare_V_Trans	NA	NA	NA	NA	NA	NA	NA	laskma_Vda_Trans	NA	NA	fa_PastPart_Trans
faire_V_Trans	get_to_V_Trans	lassen_V	NA	NA	NA	fare_V_Trans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	fa_til_a_V_Trans
faire_V	NA	NA	hacer_V_Trans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
faire_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
obliger_a_V_Trans	make_V_Trans	NA	NA	NA	NA	NA	fazer_V_Trans	face_sa_V	NA	NA	NA	NA	nakarvam_da_Clause_Trans	NA	panna_Villative_Trans	NA	tvinge_til_a_V_Trans
NA	NA	NA	NA	NA	NA	NA	NA	NA	dawac_V	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nechat_V_Trans_Refl	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nechat_V_Trans_Refl	NA	NA	NA	NA	NA	NA
NA	allow_to_V	NA	NA	NA	lata_V_Trans	NA	permitir_V	permite_sa_V	NA	NA	NA	pozvoljat_V	pozvoljavam_da_Clause	NA	sallia_V1st	NA	tillate_a_V
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nechat_V	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	permite_sa_V_Trans_Refl	NA	dovoliti_da_Clause_Trans_Refl	dovolit_V_Trans_Refl	NA	NA	NA	NA	NA	NA
NA	make_V	NA	hacer_V	laten_V	NA	NA	NA	face_sa_V	NA	NA	primet_V	NA	NA	NA	NA	NA	NA
faire_V_Trans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
faire_V	NA	NA	NA	NA	NA	lasciare_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
faire_V	NA	NA	NA	NA	NA	fare_V_Trans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
faire_V	NA	NA	NA	NA	NA	fare_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
faire_V_Trans_Refl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
laisser_V	let_V	lassen_V	dejar_V	NA	lata_V	NA	deixar_V	lasa_sa_V	NA	siliti_V	nechat_V	NA	karam_da_Clause	laskma_Vda	antaa_V1st	hagy_V	la_V
laisser_V_Trans	let_V_Trans	lassen_V_Trans	dejar_V_Trans	laten_V_Trans	lata_V_Trans	lasciare_V	deixar_V_Trans	lasa_sa_V_Trans	dawac_V	pustiti_naj_Clause	NA	NA	ostavjam_da_Clause	NA	antaa_V1st_Trans	NA	la_V_Trans
NA	have_Ved_Trans	lassen_V_Trans	NA	NA	NA	fare_V_Trans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
laisser_V	let_V	lassen_V	dejar_V	laten_V	lata_V	lasciare_V	deixar_V	lasa_sa_V	pozwolic_V	NA	nechat_V	davat_V	ostavjam_da_Clause	laskma_Vda	antaa_V1st	hagy_V	la_V
laisser_V_Trans	let_V_Trans	lassen_V_Trans	NA	laten_V_Trans	lata_V	NA	deixar_V_Trans	lasa_sa_V_Trans	NA	NA	nechat_aby_Clause_Trans	NA	ostavjam_da_Clause_Trans	laskma_Vda_Trans	antaa_V1st_Trans	NA	la_V
NA	make_V	NA	NA	laten_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	fa_til_a_V
NA	NA	lassen_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
laisser_V_Trans_Refl	let_V_Trans_Refl	lassen_V_Trans_Refl	dejar_V_Trans_Refl	laten_V_Trans_Refl	lata_V_Trans_Refl	NA	deixar_V_Trans_Refl	lasa_sa_V_Trans_Refl	NA	NA	nechat_V_Trans_Refl	NA	NA	laskma_Vda_Trans_Refl	NA	NA	la_V_Trans_Refl
laisser_V	let_V	lassen_V	dejar_V	laten_V	lata_V	NA	deixar_V	lasa_sa_V	NA	NA	nechat_V	NA	davam_da_Clause	laskma_Vda	antaa_V1st	NA	la_V
NA	let_V	lassen_V	dejar_V	laten_V	NA	NA	deixar_V	lasa_sa_V	NA	dovoliti_V	nechat_V	NA	puskam_da_Clause	laskma_Vda	NA	NA	NA
laisser_V_Trans	let_V	lassen_V	NA	laten_V	lata_V	lasciare_V	NA	lasa_sa_V	NA	NA	nechat_V	NA	ostavjam_da_Clause	laskma_Vda	antaa_V1st	NA	la_V
NA	NA	lassen_V_Refl	NA	NA	NA	fare_V_Trans_Refl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	hacer_V	NA	fa_att_V_Trans	NA	NA	NA	NA	NA	NA	NA	NA	NA	saada_Villative_Trans	NA	fa_til_a_V_Trans
NA	NA	NA	NA	laten_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	laten_V_Trans_Refl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
laisser_V	let_V	NA	NA	laten_V	NA	NA	deixar_V	lasa_sa_V_Trans	NA	NA	NA	NA	ostavjam_da_Clause	NA	NA	NA	la_V
NA	make_V_Trans_Refl	NA	NA	NA	NA	NA	fazer_V_Trans_Refl	NA	NA	NA	NA	NA	NA	panema_Vma_Trans_Refl	saada_Villative_Trans	NA	fa_til_a_V_Trans_Refl
NA	let_V	NA	hacer_V	laten_V_Trans	NA	fare_V	NA	NA	NA	NA	dat_V	NA	NA	andma_Vda	NA	NA	NA
laisser_V_Trans_Refl	let_V_Trans_Refl	NA	dejar_V_Trans_Refl	laten_V_Trans_Refl	lata_V_Trans_Refl	NA	deixar_V_Trans_Refl	lasa_sa_V_Trans_Refl	NA	NA	NA	NA	NA	NA	antaa_V1st	NA	la_V_Trans_Refl
NA	NA	NA	NA	NA	fa_att_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	saada_Villative	NA	NA
NA	NA	NA	NA	NA	fa_att_V	fare_V	NA	NA	NA	NA	NA	NA	NA	panema_Vma_Trans	NA	NA	fa_til_a_V
NA	NA	NA	NA	NA	NA	fare_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	fare_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	fare_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	fare_V_Trans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	fazer_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	fare_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	make_V	NA	NA	NA	fa_att_V	NA	NA	face_sa_V	NA	NA	NA	NA	nakarvam_da_Clause	NA	NA	NA	NA
laisser_V	let_V	NA	dejar_V	NA	NA	NA	NA	NA	NA	NA	nechat_V	NA	NA	laskma_Vda	NA	NA	la_V
NA	let_V	NA	dejar_V	NA	lata_V	NA	deixar_V	lasa_sa_V	NA	NA	NA	NA	NA	NA	NA	NA	NA
laisser_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
faire_V_Trans	make_V_Trans	NA	hacer_V_Trans	laten_V_Trans	NA	NA	obrigar_a_V_Trans	pune_sa_V_Trans	NA	NA	prinutit_V_Trans	NA	NA	sundima_Vma_Trans	NA	NA	fa_til_a_V_Trans
NA	have_V	NA	NA	laten_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
faire_V_Trans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
faire_V_Trans_Refl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
faire_V_Trans_Refl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	force_to_V	NA	forzar_a_V	dwingen_om_te_V	tvinga_att_V	NA	obrigar_a_V	NA	zmuszac_zeby_V	NA	NA	NA	NA	sundima_Vma	NA	kenyszerit_hogy_Clause	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	dawac_V_Trans_Refl	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nechat_V	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nechat_V	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	dat_V_ClauseComp	NA	NA	NA	NA	NA	NA
NA	make_V_Trans	NA	hacer_V_Trans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sundima_Vma_Trans_Pass	pakottaa_Villative_Trans_Pass	NA	NA
faire_V_Trans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
faire_V	NA	NA	dejar_V	NA	lata_V	fare_V	fazer_V	NA	NA	NA	NA	NA	puskam_da_Clause	NA	NA	NA	NA
faire_V	let_V	NA	dejar_V	NA	lata_V	fare_V	deixar_V	lasa_sa_V	NA	NA	NA	NA	NA	NA	NA	NA	NA
faire_V_Trans	have_V_Trans	lassen_V_Trans_Refl	NA	NA	NA	fare_V_Trans_Refl	NA	NA	NA	dati_V_Trans_Refl	nechat_V_Trans_Refl	NA	nakarvam_da_Clause_Trans_Refl	laskma_Vda	NA	NA	NA
faire_V_Trans_Refl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
faire_V_Trans_Refl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
faire_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
faire_V_Trans_Refl	NA	lassen_V_Trans_Refl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
faire_V_Trans_Refl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
faire_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
faire_V_Trans	make_V_Trans	NA	hacer_V_Trans	NA	fa_att_V_Trans	fare_V_Trans	NA	face_sa_V	NA	NA	NA	NA	nakarvam_da_Clause_Trans	panema_Vma_Trans	saada_Villative_Trans	NA	fa_til_a_V_Trans
faire_V_Trans_Refl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
faire_V	NA	NA	NA	NA	NA	fare_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	lassen_V_Trans_Refl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	let_V_Trans	lassen_V	NA	laten_V	lata_V	fare_V	deixar_V_Trans	lasa_sa_V	NA	pustiti_da_Clause	nechat_V	NA	NA	laskma_Vda_Trans	antaa_V1st_Trans	NA	la_V
NA	NA	lassen_V_Trans_Refl	NA	laten_V_Trans_Refl	NA	fare_V_Trans_Refl	NA	lasa_sa_V_Trans_Refl	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	lassen_V_Refl	NA	NA	NA	fare_V_Trans_Refl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	fare_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	fare_V_Trans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	fare_V_Trans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	fare_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
faire_V_Trans	make_V_Trans	NA	hacer_V_Trans	laten_V_Trans	fa_att_V_Trans	fare_V	fazer_V_Trans	face_sa_V_Trans	NA	NA	prinutit_V_Trans	zastavljat_V_Trans	NA	panema_Vma_Trans	saada_Villative_Trans	NA	fa_til_a_V_Trans
faire_V_Trans	NA	NA	hacer_V_Trans	laten_V_Trans	NA	fare_V	NA	face_sa_V_Trans	NA	NA	NA	zastavljat_V	NA	panema_Vma_Trans	saada_Villative_Trans	NA	NA
NA	NA	NA	NA	NA	NA	fare_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	fare_V_Trans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
laisser_V	NA	NA	dejar_V	NA	NA	fare_V	deixar_V	NA	NA	NA	NA	davat_V	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	fare_V	deixar_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
laisser_V	NA	NA	NA	NA	NA	fare_V	deixar_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	laten_V_Trans	NA	fare_V_Trans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	laten_V	NA	fare_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	laten_V_Refl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	laten_V_Trans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	make_V	NA	hacer_V	NA	NA	fare_V	NA	NA	NA	NA	NA	NA	NA	ajama_Vma	saada_Villative	NA	NA
NA	NA	NA	NA	laten_V	NA	NA	obrigar_a_V_Trans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	laten_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	laten_V	NA	fare_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	enged_V	NA
NA	NA	NA	NA	laten_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	fa_att_V_Trans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	let_V_Trans_Refl	NA	NA	NA	lata_V_Trans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	la_V_Trans
NA	let_V_Refl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	let_V_Trans_Refl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	let_V_Trans_Refl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	let_V_Trans_Refl	NA	NA	laten_V_Trans_Refl	NA	fare_V_Trans_Refl	NA	lasa_sa_V_Trans_Refl	NA	NA	NA	NA	NA	NA	antaa_V1st_Trans_Refl	NA	NA
NA	make_V	bringen_zu_V_Trans	NA	NA	NA	fare_V_Trans	NA	face_sa_V_Refl	NA	NA	NA	zastavljat_V_Trans	NA	NA	NA	NA	NA
NA	let_V_Trans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	laten_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	let_V_Trans_Refl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	deixar_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	make_V	NA	hacer_V	NA	NA	fare_V	NA	face_sa_V	NA	NA	NA	NA	NA	ajama_Vma	saada_Villative	NA	NA
faire_V	get_to_V	NA	hacer_V	laten_V	NA	fare_V	fazer_V	face_sa_V	NA	NA	nechat_V	zastavljat_V	nakarvam_da_Clause	panema_Vma	saada_Villative	NA	NA
faire_V_Trans	NA	NA	hacer_V_Trans	NA	NA	fare_V_Trans	obrigar_a_V_Trans	face_sa_V_Trans	NA	NA	NA	NA	NA	panema_Vma_Trans	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	antaa_V1st	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	antaa_V1st	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	antaa_V1st	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	saada_Villative	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enged_V_Trans	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	la_V
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	dovoliti_da_Clause_Trans	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	laten_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	permitir_V_Pass	NA	NA	NA	NA	NA	NA	NA	dovolit_V_Pass	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	andma_Vda	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ajama_Vma	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	andma_Vda	antaa_V1st	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	antaa_V1st	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	antaa_V1st	NA	NA
NA	allow_to_V_Trans_Pass	NA	permitir_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	permettere_di_V_Pass	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	tvinga_att_V_Pass	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	forcar_a_V_ClauseComp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	dar_para_V_Trans	NA	NA	dati_V_Trans_Refl	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nechat_V	NA	pozvoljavam_da_Clause_Trans_Pass	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	laskma_Vda	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	laskma_Vda	antaa_V1st	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	laskma_Vda	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	panema_Vma	NA	NA	NA
autoriser_a_V_Pass	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	permettere_di_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	tvinga_att_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	tvinga_att_V_Pass	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	dovoliti_V	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nechat_V_Refl	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	dat_V_Trans_Refl	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pozvoljat_V	NA	lubama_Vda	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	laskma_Vda	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	panema_Vma	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	razreshavam_da_Clause	lubama_Vda	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hagy_V	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	davam_da_Clause_ClauseComp	NA	NA	NA	fa_V_Trans
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	la_V
permettre_de_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	tvinga_att_V_Pass	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	permite_sa_V	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	zastavljat_V	NA	NA	NA	enged_V	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	razreshat_V_Trans	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	laskma_Vda_Trans	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	laskma_Vda_Trans_Refl	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pakottaa_Villative	NA	NA
NA	NA	lassen_V	NA	laten_V	lata_V	NA	NA	face_sa_V	NA	NA	NA	NA	NA	NA	antaa_V1st	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hagy_V_Trans	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	la_V
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	la_V
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	la_V
NA	NA	NA	NA	NA	NA	NA	NA	NA	dawac_V_Trans_Refl	NA	NA	NA	NA	NA	NA	NA	la_V_Trans_Refl
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	la_V
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	la_V_Trans_Refl
NA	allow_to_V_Trans_Pass	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	allow_to_V_Pass	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lubama_Vda_Pass	NA	NA	NA
NA	allow_to_V_Pass	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	allow_to_V_Pass	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	permit_to_V_Pass	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	let_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	dawac_V	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	razreshat_V_Trans	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	fa_PastPart_Trans_Refl
NA	NA	NA	NA	NA	NA	NA	NA	NA	zmuszac_V_Trans_Pass	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	lata_V	NA	NA	NA	NA	NA	NA	NA	ostavjam_da_Clause	NA	NA	NA	la_V
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	laskma_Vda	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	laskma_Vda	NA	NA	NA
NA	NA	NA	dejar_V	NA	lata_V	NA	NA	NA	NA	NA	nechat_V	NA	NA	laskma_Vda	antaa_V1st	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	laskma_Vda	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	laskma_Vda	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	antaa_V1st	NA	NA
NA	NA	lassen_V	NA	laten_V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	antaa_V1st	NA	NA
